Nacimiento;Sexo;Residencia;Estrato;Frecuencia_compra;Sitio_compra;Base_compra;Impulso_compra;Combine_nueva;Info_etiqueta;Import_marquilla;Impacto_textil;Cal_impacto;Recurso_imp;Disposición_ropa;Uso_ropasegunda;Origen_compra
28/02/1992;Femenino;Medellín;6;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena., Tiendas de segunda mano o roperos., Internet.;Utilidad., Calidad., Las tendencias o conceptos de moda., El comercio justo.;La compro por deseo.;Si.;Si.;Materiales., Lugar de fabricación.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
29/02/1992;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Los precios bajos.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Aire.;La regalo o dono a alguien.;Si.;Nacional - Local.
7/03/1992;Masculino;Medellín;3;Dos veces al año.;Tiendas en centros comerciales.;Comodidad ;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
10/03/1992;Femenino;Medellín;5;Una vez por mes.;Tiendas en centros comerciales.;Las tendencias o conceptos de moda., Referenciador, fashionista  o Blogger., Los precios bajos.;La compro por deseo.;No.;No.;;Oportunidad de empleos.;Altos;Agua.;La regalo o dono a alguien.;No.;Importada.
15/03/1992;Femenino;Medellín;3;Una vez por semana.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Apariencia estética.;La compro por deseo.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
10/04/1992;Femenino;Envigado;5;Una vez por mes.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas.;Apariencia estética., Las tendencias o conceptos de moda., Los precios bajos.;La compro por deseo.;Si.;No.;;Tendencias de conceptos y diseños.;Medios;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
14/04/1992;Femenino;Itagüí;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Utilidad.;La compro por su utilidad.;Si.;No.;;El crecimiento económico de los países.;Medios;Agua.;La tiro a la basura.;Si.;Nacional - Local.
11/05/1992;Femenino;Medellín;6;Una vez por mes.;Tiendas en centros comerciales., Internet.;Apariencia estética., Los precios bajos.;La compro por deseo.;Si.;No.;;Tendencias de conceptos y diseños.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
7/06/1992;Masculino;Medellín;4;Una vez por mes.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas.;Apariencia estética., Calidad.;La compro por deseo.;No.;No.;;El crecimiento económico de los países.;Altos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
16/06/1992;Masculino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética., Calidad., El comercio justo., Los precios bajos.;La compro por deseo.;No.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
7/07/1992;Femenino;Medellín;3;Una vez al año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Utilidad., Calidad., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La transformo en otra prenda u objeto..;Si.;Nacional - Local.
22/07/1992;Femenino;Envigado;4;Dos veces al año.;Tiendas en centros comerciales.;Apariencia estética., Las tendencias o conceptos de moda.;La compro por deseo.;No.;No.;;El crecimiento económico de los países.;Medios;Agua.;La regalo o dono a alguien.;Si.;Importada.
1/08/1992;Masculino;Medellín;3;Una vez por mes.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas., Internet.;Apariencia estética., Utilidad., Calidad., Las tendencias o conceptos de moda., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
27/08/1992;Masculino;Medellín;5;Una vez por mes.;Tiendas por departamentos o almacenes de cadena., Tiendas de segunda mano o roperos., Internet., Tiendas Multimarcas;Apariencia estética., Las tendencias o conceptos de moda., La marca o el almacén de compra., Referenciador, fashionista  o Blogger., Bueno, bonito y barato para comprar mas y mas seguido;La compro por deseo.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;Si.;Importada.
13/09/1992;Femenino;Medellín;6;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética.;La compro por deseo.;No.;No.;;Tendencias de conceptos y diseños.;Medios;Agua.;La regalo o dono a alguien.;No.;Importada.
19/09/1992;Masculino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de segunda mano o roperos.;Apariencia estética., Calidad., Las tendencias o conceptos de moda., Los precios bajos.;La compro por deseo.;Si.;No.;;Oportunidad de empleos.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
22/09/1992;Masculino;Bello;4;Dos veces al año.;Tiendas en centros comerciales.;Apariencia estética.;La compro por su utilidad.;Si.;Si.;Instrucciones de cuidado., Lugar de fabricación.;El crecimiento económico de los países.;Altos;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
27/09/1992;Femenino;Bello;2;De 3 a cuatro veces por año.;Catálogos físicos o revistas de ventas.;Apariencia estética., Calidad.;La compro por deseo.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;No.;Importada.
12/10/1992;Femenino;Medellín;3;Dos veces al año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas., Internet.;Utilidad., Calidad., Los precios bajos.;La compro por su utilidad.;No.;No.;;Tendencias de conceptos y diseños.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
21/10/1992;Femenino;Medellín;3;Una vez por mes.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas de segunda mano o roperos., Internet.;Apariencia estética., Utilidad., Calidad., Las tendencias o conceptos de moda., Los precios bajos.;La compro por deseo.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Importada.
5/11/1992;Masculino;Medellín;6;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Internet.;Apariencia estética., Calidad., La marca o el almacén de compra., Los precios bajos.;La compro por deseo.;Si.;No.;;El crecimiento económico de los países.;Medios;Agua.;La regalo o dono a alguien.;No.;Importada.
10/11/1992;Femenino;Medellín;6;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
11/11/1992;Femenino;Envigado;5;Una vez por mes.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas., Internet.;Apariencia estética., Las tendencias o conceptos de moda., Referenciador, fashionista  o Blogger.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
10/01/1993;Masculino;Caldas;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética., Utilidad., Calidad., Las tendencias o conceptos de moda., Materiales ecológicos., Los precios bajos.;La compro por su utilidad.;No.;Si.;Materiales., Instrucciones de cuidado.;Oportunidad de empleos.;Medios;Aire.;La regalo o dono a alguien.;Si.;Nacional - Local.
26/02/1993;Femenino;Bello;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética., Las tendencias o conceptos de moda.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
12/03/1993;Masculino;Medellín;4;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., La marca o el almacén de compra.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La llevo a un contenedor o acopio de ropa usada;Si.;Nacional - Local.
21/03/1993;Masculino;Medellín;3;Una vez por mes.;Catálogos físicos o revistas de ventas.;Apariencia estética.;La compro por su utilidad.;No.;No.;;Acumulación de residuos.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
17/04/1993;Femenino;Medellín;5;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética.;La compro por deseo.;No.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
25/04/1993;Masculino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética., La marca o el almacén de compra.;La compro por deseo.;Si.;No.;;Oportunidad de empleos.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
26/04/1993;Masculino;Itagüí;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Las tendencias o conceptos de moda.;La compro por deseo.;Si.;Si.;Empresa fabricante.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Humano.;La uso para otro fin.;Si.;Nacional - Local.
29/04/1993;Femenino;Medellín;4;Una vez por mes.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas., Internet.;Las tendencias o conceptos de moda., La marca o el almacén de compra.;La compro por deseo.;Si.;No.;;Contaminación de aguas y suelos.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
9/05/1993;Masculino;Envigado;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Internet.;Apariencia estética., Utilidad., Calidad.;La compro por deseo.;Si.;No.;;Contaminación de aguas y suelos.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
11/05/1993;Masculino;Bello;2;Una vez por mes.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Apariencia estética., Calidad., Las tendencias o conceptos de moda.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
2/06/1993;Femenino;Sabaneta;2;Una vez por mes.;Tiendas en centros comerciales.;Utilidad.;La compro por su utilidad.;No.;Si.;Materiales.;Acumulación de residuos.;Altos;Humano.;La regalo o dono a alguien.;No.;Importada.
12/06/1993;Femenino;Itagüí;3;Dos veces al año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas.;Apariencia estética., Utilidad., Calidad., Los precios bajos., que vaya a mi estilo propio, a mi esencia ;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
18/06/1993;Femenino;Medellín;6;Una vez por mes.;Internet.;Calidad.;La compro por deseo.;No.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
21/06/1993;Femenino;Envigado;3;De 3 a cuatro veces por año.;Tiendas por departamentos o almacenes de cadena.;El comercio justo.;La compro por su utilidad.;No.;Si.;Materiales.;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
14/08/1993;Femenino;Medellín;4;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas., Internet.;Apariencia estética., Calidad., Las tendencias o conceptos de moda., Los precios bajos.;La compro por deseo.;Si.;No.;;Tendencias de conceptos y diseños.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
26/08/1993;Masculino;Medellín;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Calidad.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Aire.;La regalo o dono a alguien.;Si.;Nacional - Local.
27/08/1993;Masculino;Itagüí;3;De 3 a cuatro veces por año.;Tiendas de segunda mano o roperos.;Apariencia estética.;La compro por deseo.;No.;Si.;Materiales., Lugar de fabricación., Empresa fabricante.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Humano.;La transformo en otra prenda u objeto..;Si.;Nacional - Local.
12/10/1993;Masculino;Bello;3;Una vez por mes.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas., Tiendas de segunda mano o roperos., Internet.;Apariencia estética., Calidad.;La compro por deseo.;No.;No.;;Acumulación de residuos.;Altos;Agua.;La transformo en otra prenda u objeto..;Si.;Nacional - Local.
8/11/1993;Femenino;Medellín;6;Una vez por mes.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Calidad., El comercio justo., Los precios bajos.;La compro por deseo.;Si.;No.;;Acumulación de residuos.;Medios;Humano.;La regalo o dono a alguien.;Si.;Importada.
15/12/1993;Masculino;Bello;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Apariencia estética., Utilidad., Calidad., El comercio justo.;La compro por su utilidad.;No.;Si.;Lugar de fabricación.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La uso para otro fin.;Si.;Nacional - Local.
20/12/1993;Femenino;Medellín;3;Dos veces al año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Internet.;Apariencia estética., Calidad., Las tendencias o conceptos de moda.;La compro por deseo.;Si.;Si.;Materiales., Instrucciones de cuidado.;Acumulación de residuos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
7/01/1994;Masculino;Medellín;2;De 3 a cuatro veces por año.;Tiendas por departamentos o almacenes de cadena.;Calidad.;La compro por su utilidad.;Si.;No.;;Oportunidad de empleos.;Altos;Aire.;La regalo o dono a alguien.;Si.;Nacional - Local.
30/01/1994;Femenino;Medellín;3;Una vez al año.;Catálogos físicos o revistas de ventas.;Apariencia estética., Los precios bajos.;La compro por su utilidad.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
7/02/1994;Femenino;Medellín;4;Dos veces al año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas., Internet.;Apariencia estética.;La compro por deseo.;Si.;No.;;Acumulación de residuos.;Medios;Suelo.;La regalo o dono a alguien.;Si.;Nacional - Local.
9/02/1994;Femenino;Bello;2;Dos veces al año.;Tiendas en centros comerciales.;La marca o el almacén de compra.;La compro por su utilidad.;Si.;Si.;Materiales.;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
